순번/순위,구분,상품명,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,정가,판매가,할인액,할인율,마일리지,출간일,세일즈포인트
"858","국내도서","더 시스템","K412631174","9791188102051","03320","베리북","스콧 애덤스 지음, 김인수 옮김","16,000","14,400","1,600","10%","800점","20200717","18787"
"859","국내도서","노화의 종말","8960518026","9788960518025","03510","부키","데이비드 A. 싱클레어.매슈 D. 러플랜트 지음, 이한음 옮김","22,000","19,800","2,200","10%","1,100점","20200730","18315"
"860","국내도서","맨큐의 경제학","8962185024","9788962185027","93320","Cengage Learning","그레고리 맨큐 지음, 김경환 & 김종석 옮김","45,000","43,650","1,350","3%","0점","20210226","18280"
"861","국내도서","혼자 공부하는 컴퓨터 구조 + 운영체제","K932838038","9791162243091","94000","한빛미디어","강민철 지음","28,000","25,200","2,800","10%","1,400점","20220816","15547"
"862","국내도서","식사가 잘못됐습니다","8984059439","9788984059436","03510","더난출판사","마키타 젠지 지음, 전선영 옮김, 강재헌 감수","14,500","13,050","1,450","10%","720점","20180919","12278"
"863","국내도서","365일 반찬 걱정 없는 책","K692830925","9791140702251","13590","길벗","송혜영 지음","27,000","24,300","2,700","10%","1,350점","20221209","10965"
"864","국내도서","2023 고종훈 한국사 단원별 기출엄선 800제","K462838419","9791161011936","13910","발해북스","고종훈 지음","25,000","22,500","2,500","10%","1,250점","20220725","9355"
"865","국내도서","2023 신용한 행정학 약점공략 공부하는 기출변형 모의고사 - 전2권","K692830234","9791167223685","13350","메가스터디교육(공무원)","신용한 지음","25,000","22,500","2,500","10%","1,250점","20221226","7260"
"866","국내도서","마성의 아이","8954626467","9788954626460","04830","엘릭시르","오노 후유미 지음, 추지나 옮김","15,800","14,220","1,580","10%","790점","20141212","7174"
"867","국내도서","자미","K382831384","9791197918179","03800","디플롯","오드리 로드 지음, 송섬별 옮김","18,000","16,200","1,800","10%","900점","20230125","6705"
"868","국내도서","우리 아이 기질 맞춤 양육 매뉴얼","K532830832","9791168221277","13590","서사원","정가은 지음","19,000","17,100","1,900","10%","950점","20230105","6415"
"869","국내도서","100일이면 나도 영어천재 1","K932830453","9791169101172","13740","미다스북스","이정은 지음","17,000","15,300","1,700","10%","850점","20221228","6025"
"870","국내도서","업무와 일상을 정리하는 새로운 방법 노션 Notion","K202830187","9791192469522","13000","제이펍","전시진.이해봄 지음","18,900","17,010","1,890","10%","940점","20221114","5545"
"871","국내도서","과학특성화중학교 3","8958079495","9788958079491","04400","뜨인돌","닥터베르 지음, 리페 그림","13,000","11,700","1,300","10%","650점","20230206","5250"
"872","국내도서","이기적 SQL 개발자 이론서 + 기출문제","8931465238","9788931465235","13000","영진.com(영진닷컴)","임호진.박종범.임준혁 지음","24,000","21,600","2,400","10%","1,200점","20220810","5126"
"873","국내도서","릿터 Littor 2023.2.3","K972831324","9772508333003","","민음사","릿터 편집부 지음","13,000","11,700","1,300","10%","590점","20230207","4410"
"874","국내도서","소워니놀이터의 말랑띠부 모음집","K672831486","9791138339575","13630","시대인","조윤성 지음","25,000","22,500","2,500","10%","1,250점","20230220","4335"
"875","국내도서","고통에 공감한다는 착각","8936486918","9788936486914","03300","창비","이길보라 저자","16,000","14,400","1,600","10%","800점","20230210","4240"
"876","국내도서","다시 낙타를 타야 한다고?","8967341024","9788967341022","74300","풀빛미디어","장성익 지음, 국민지 그림","13,000","11,700","1,300","10%","650점","20200114","3781"
"877","국내도서","사일런트 위치 3","K732831537","9791138023610","04830","영상출판미디어(주)","이소라 마츠리 지음, 후지미 난나 그림, 이경인 옮김","10,000","9,000","1,000","10%","500점","20230224","3770"
"878","국내도서","2023 SO NICE 빨간불, 파란불 소방관계법규 실전동형 모의고사","K162831423","9791192498522","","더나은","백소나 지음","18,000","16,200","1,800","10%","900점","20230207","3270"
"879","국내도서","마음 가면","8901268353","9788901268354","03180","웅진지식하우스","브레네 브라운 지음, 안진이 옮김","18,000","16,200","1,800","10%","900점","20230210","3240"
"880","국내도서","독점 마이 히어로 13","K562831742","9791139114652","07830","조은세상(북두)","아리이 메메코 지음","5,500","4,950","550","10%","270점","20230223","2800"
"881","국내도서","빨리 하고 싶은 두 사람 7","K012831840","9791169478649","","학산문화사(만화)","쿠사카 아키 지음","6,000","5,400","600","10%","300점","20230220","2650"
"882","국내도서","2023 켈리 지텔프 G-point 33 : 문법편","K712831148","9791160492583","13740","멘토링","켈리 지음","29,000","26,100","2,900","10%","1,450점","20230222","2350"
"883","국내도서","고도원 정신","K562831944","9791167140586","03810","해냄","고도원.윤인숙 지음","17,000","15,300","1,700","10%","850점","20230225","2300"
"884","국내도서","너와 잇는 물거품 4","K462831742","9791139114638","07830","조은세상(북두)","유아마 지음","5,000","4,500","500","10%","250점","20230223","2270"
"885","국내도서","주식 투자 생존 전략","K342831757","9791192389141","03320","상상스퀘어","한지영 지음","18,500","16,650","1,850","10%","920점","20230224","2220"
"886","국내도서","미스터리라 하지 말지어다 10","K162831149","9791136763273","","서울미디어코믹스(서울문화사)","타무라 유미 지음, 이소연 옮김","6,000","5,400","600","10%","300점","20230222","1900"
"887","국내도서","오은영의 화해 (리커버)","8997396870","9788997396870","03810","코리아닷컴(Korea.com)","오은영 지음","16,000","14,400","1,600","10%","800점","20190110","98027"
"888","국내도서","방구석 미술관","K042732197","9788968331862","03600","블랙피쉬","조원재 지음","16,800","15,120","1,680","10%","840점","20180803","57132"
"889","국내도서","지리의 힘","8993178690","9788993178692","03300","사이","팀 마샬 지음, 김미선 옮김","20,000","18,000","2,000","10%","1,000점","20160810","51157"
"890","국내도서","침묵의 봄","8962630613","9788962630619","03300","에코리브르","레이첼 카슨 지음, 김은령 옮김, 홍욱희 감수","18,000","16,200","1,800","10%","900점","20111230","46615"
"891","국내도서","멋진 신세계","8973814729","9788973814725","03840","(주)태일소담출판사","올더스 헉슬리 지음, 안정효 옮김","13,800","12,420","1,380","10%","690점","20150612","41238"
"892","국내도서","위대한 나의 발견 강점 혁명","8935213578","9788935213573","03320","청림출판","갤럽 프레스 지음","30,000","27,000","3,000","10%","1,500점","20210719","37829"
"893","국내도서","머니 트렌드 2023","K002830471","9791191891232","03320","북모먼트","부동산읽어주는남자(정태익) 외 지음","19,000","17,100","1,900","10%","950점","20221115","32365"
"894","국내도서","차라투스트라는 이렇게 말했다","8937460947","9788937460944","04850","민음사","프리드리히 니체 지음, 장희창 옮김","11,000","9,900","1,100","10%","550점","20040102","29693"
"895","국내도서","20일 만에 끝내는 해커스 토익 750+ RC (리딩)","8965424224","9788965424222","13740","해커스어학연구소(Hackers)","데이빗 조 (David Cho) 지음","14,900","13,410","1,490","10%","740점","20210701","29670"
"896","국내도서","흔한남매 과학 탐험대 5 : 물리 1","8934940751","9788934940753","77400","주니어김영사","김덕영 그림, 이현진 외 글, 김희목 감수, 김희목 외 기획, 흔한남매 원작","14,000","12,600","1,400","10%","700점","20220616","25494"
"897","국내도서","채사장의 지대넓얕 3 : 폭력의 시대","K692837906","9791197578434","","돌핀북","채사장.마케마케 지음, 정용환 그림","15,000","13,500","1,500","10%","750점","20220430","22527"
"898","국내도서","밥 프록터 생각의 시크릿","K152839756","9791190977852","03320","페이지2(page2)","밥 프록터.그레그 S. 레이드 지음, 김잔디 옮김, 조성희 감수","16,000","14,400","1,600","10%","800점","20221024","22157"
"899","국내도서","너의 췌장을 먹고 싶어 (리커버 특별판)","K102830149","9791163890553","03830","㈜소미미디어","스미노 요루 지음, 양윤옥 옮김","14,800","13,320","1,480","10%","740점","20230120","18239"
"900","국내도서","2023 이유진 국어 백일기도 모의고사 2 : 심화유형","K602831386","9791168181281","13700","고시동네","이유진.최형우 지음","16,000","14,400","1,600","10%","800점","20230117","15305"
"901","국내도서","아침의 피아노","K302534575","9791160401974","03810","한겨레출판","김진영 지음","13,000","11,700","1,300","10%","650점","20181005","14637"
"902","국내도서","이과형의 만만한 과학책","K682831574","9791158512569","03400","토네이도","이과형(유우종) 지음","17,800","16,020","1,780","10%","890점","20230116","13520"
"903","국내도서","빨치산의 딸 1","8991071112","9788991071117","04810","필맥","정지아 지음","9,500","8,550","950","10%","470점","20050530","12250"
"904","국내도서","나는 돈이 없어도 사업을 한다","K512531637","9791186805886","03320","비즈니스북스","프레이저 도허티 지음, 박홍경 옮김, 명승은 감수","15,000","13,500","1,500","10%","750점","20171030","10806"
"905","국내도서","화서의 꿈","8954642144","9788954642149","04830","엘릭시르","오노 후유미 지음, 추지나 옮김","13,800","12,420","1,380","10%","690점","20160928","6388"
"906","국내도서","잃어버린 것에 대하여","K892831482","9791162851326","03810","마음의숲","최백호 지음","17,000","15,300","1,700","10%","850점","20230203","6300"
"907","국내도서","바람의 만리 여명의 하늘 - 상","8954636780","9788954636780","04830","엘릭시르","오노 후유미 지음, 추지나 옮김","13,800","12,420","1,380","10%","690점","20150715","6255"
"908","국내도서","바람의 만리 여명의 하늘 - 하","8954636799","9788954636797","04830","엘릭시르","오노 후유미 지음, 추지나 옮김","12,800","11,520","1,280","10%","640점","20150715","6150"
"909","국내도서","몸으로 읽는 세계사","K522831386","9791130695303","03900","다산초당(다산북스)","캐스린 페트라스.로스 페트라스 지음, 박지선 옮김","19,800","17,820","1,980","10%","990점","20230113","6120"
"910","국내도서","2023 고시넷 코레일 한국철도공사 NCS 기출예상 모의고사 10회","K352831475","9791156467397","13320","고시넷","고시넷 NCS 연구소 지음","24,000","21,600","2,400","10%","1,200점","20230210","5385"
"911","국내도서","퀴어 코리아","K822831525","9791191400106","03910","산처럼","토드 A. 헨리 엮음, 성소수자 대학원생/신진연구자 네트워크 옮김","35,000","31,500","3,500","10%","1,750점","20230210","2880"
"912","국내도서","2023 2주완성 산업위생관리기사 실기","8931534256","9788931534252","13530","성안당","서영민 지음","27,000","24,300","2,700","10%","1,350점","20230111","2750"
"913","국내도서","다시 재난, 다시 하나님 나라","K192831755","9791191851687","03230","비아토르","김형국 지음","17,000","15,300","1,700","10%","850점","20230221","2450"
"914","국내도서","차를 담는 시간","K872831940","9791191744200","04810","오후의소묘","김유미 지음","17,000","15,300","1,700","10%","850점","20230220","2390"
"915","국내도서","상처 주는 말 하는 친구에게 똑똑하게 말하는 법","K572831944","9791191013498","73190","북라이프","김윤나 지음, 유영근 그림","13,000","11,700","1,300","10%","650점","20230226","2100"
"916","국내도서","당신은 전쟁을 몰라요","K372831844","9791190955874","43890","생각의힘","예바 스칼레츠카 지음, 손원평 옮김","15,000","13,500","1,500","10%","750점","20230224","1970"
"917","국내도서","2023 심우철 하프 모의고사 Season 3 : 완성편","K242831742","9791162051498","13740","심슨북스","심우철 지음","18,000","16,200","1,800","10%","900점","20230221","1960"
"918","국내도서","피피티사냥꾼의 만능 치트키","K852831528","9791140703340","03000","길벗","피피티사냥꾼 지음","20,000","18,000","2,000","10%","1,000점","20230224","1770"
"919","국내도서","어린이라는 세계","K132633125","9791160946918","03810","사계절","김소영 지음","15,000","13,500","1,500","10%","750점","20201116","77762"
"920","국내도서","최재천의 공부","8934943459","9788934943457","03100","김영사","최재천.안희경 지음","16,500","14,850","1,650","10%","820점","20220518","57178"
"921","국내도서","흔한남매 11","K652838723","9791168412477","77810","미래엔아이세움","흔한남매 지음, 유난희 그림, 백난도 글, 흔한컴퍼니 감수","14,500","13,050","1,450","10%","720점","20220728","44467"
"922","국내도서","고양이 해결사 깜냥 1","8936447696","9788936447694","74810","창비","홍민정 지음, 김재희 그림","11,000","9,900","1,100","10%","550점","20200327","36714"
