순번/순위,구분,상품명,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,정가,판매가,할인액,할인율,마일리지,출간일,세일즈포인트
"1","국내도서","슬램덩크 리소스-THE FIRST SLAM DUNK re:SOURCE","K022831493","9791169794930","","대원씨아이(만화)","이노우에 타케히코 지음","20,000","18,000","2,000","10%","1,000점","20230216","390885"
"2","국내도서","세이노의 가르침","K732831392","9791168473690","03190","데이원","세이노 지음","7,200","6,480","720","10%","360점","20230302","531995"
"3","국내도서","사이토 히토리의 1퍼센트 부자의법칙","K582831511","9791197389450","03190","나비스쿨","사이토 히토리 지음, 김진아 옮김","17,000","15,300","1,700","10%","850점","20230130","88070"
"4","국내도서","김미경의 마흔 수업","K672831500","9791198013026","03320","어웨이크북스","김미경 지음","18,000","16,200","1,800","10%","900점","20230215","110050"
"5","국내도서","내가 죽기로 결심한 것은 3","K292831043","9791169305037","07810","네이버웹툰","YUJU 지음","16,000","14,400","1,600","10%","800점","20230305","110110"
"6","국내도서","내가 죽기로 결심한 것은 4","K322831043","9791169305044","07810","네이버웹툰","YUJU 지음","16,000","14,400","1,600","10%","800점","20230305","110040"
"7","국내도서","슬램덩크 그로부터 10일 후 (SLAM DUNK 10 DAYS AFTER)","8925218801","9788925218809","07650","대원씨아이(만화)","이노우에 다케히코 그림","15,000","13,500","1,500","10%","750점","20071115","106236"
"8","국내도서","주식 시세의 비밀","K162831528","9791197871269","03320","프런트페이지","정재호 지음","22,000","19,800","2,200","10%","1,100점","20230220","109560"
"9","국내도서","슬램덩크 신장재편판 2","K012533843","9791133487523","07830","대원씨아이(만화)","이노우에 타케히코 지음","6,500","5,850","650","10%","320점","20180822","157997"
"10","국내도서","슬램덩크 신장재편판 1","K092533843","9791133487516","07830","대원씨아이(만화)","이노우에 타케히코 지음","7,000","6,300","700","10%","350점","20180823","158331"
"11","국내도서","만일 내가 인생을 다시 산다면 (10만 부 기념 스페셜 에디션)","K392830163","9791190538510","03180","메이븐","김혜남 지음","17,200","15,480","1,720","10%","860점","20221111","211535"
"12","국내도서","슬램덩크 신장재편판 3","K032533843","9791133487530","07830","대원씨아이(만화)","이노우에 타케히코 지음","7,000","6,300","700","10%","350점","20180822","150795"
"13","국내도서","K 배터리 레볼루션","K012831493","9791191521221","03320","지와인","박순혁 지음","19,000","17,100","1,900","10%","950점","20230220","57205"
"14","국내도서","슬램덩크 챔프","K482831469","9791169792974","","대원씨아이(만화)","이노우에 다케히코 지음","15,000","13,500","1,500","10%","750점","20230106","149595"
"15","국내도서","슬램덩크 신장재편판 5","K172533843","9791133487554","07830","대원씨아이(만화)","이노우에 타케히코 지음","7,000","6,300","700","10%","350점","20180822","145323"
"16","국내도서","슬램덩크 신장재편판 6","K112533843","9791133487561","07830","대원씨아이(만화)","이노우에 타케히코 지음","7,000","6,300","700","10%","350점","20180822","142977"
"17","국내도서","아버지의 해방일지","8936438832","9788936438838","03810","창비","정지아 지음","15,000","13,500","1,500","10%","750점","20220902","333707"
"18","국내도서","슬램덩크 신장재편판 4","K152533843","9791133487547","07830","대원씨아이(만화)","이노우에 타케히코 지음","7,000","6,300","700","10%","350점","20180822","144618"
"19","국내도서","정세현의 통찰","K392831114","9791156754039","03440","푸른숲","정세현 지음","19,000","17,100","1,900","10%","950점","20230216","67800"
"20","국내도서","슬램덩크 신장재편판 20","K632534992","9791133487707","07830","대원씨아이(만화)","이노우에 타케히코 지음","7,000","6,300","700","10%","350점","20181114","146456"
"21","국내도서","슬램덩크 신장재편판 19","K612534992","9791133487691","07830","대원씨아이(만화)","이노우에 타케히코 지음","7,000","6,300","700","10%","350점","20181114","144917"
"22","국내도서","슬램덩크 신장재편판 7","K382534269","9791133487578","07830","대원씨아이(만화)","이노우에 타케히코 지음","7,500","6,750","750","10%","370점","20180918","139903"
"23","국내도서","슬램덩크 신장재편판 18","K672534992","9791133487684","07830","대원씨아이(만화)","이노우에 타케히코 지음","6,500","5,850","650","10%","320점","20181114","140966"
"24","국내도서","슬램덩크 신장재편판 17","K532534992","9791133487677","07830","대원씨아이(만화)","이노우에 타케히코 지음","7,000","6,300","700","10%","350점","20181114","141162"
"25","국내도서","슬램덩크 신장재편판 16","K522534992","9791133487660","07830","대원씨아이(만화)","이노우에 타케히코 지음","7,000","6,300","700","10%","350점","20181114","140955"
"26","국내도서","슬램덩크 신장재편판 9","K342534269","9791133487592","07830","대원씨아이(만화)","이노우에 타케히코 지음","7,500","6,750","750","10%","370점","20180918","138121"
"27","국내도서","슬램덩크 신장재편판 8","K322534269","9791133487585","07830","대원씨아이(만화)","이노우에 타케히코 지음","7,500","6,750","750","10%","370점","20180918","137749"
"28","국내도서","당신도 느리게 나이 들 수 있습니다","K102830242","9791140702589","03510","더퀘스트","정희원 지음","17,800","16,020","1,780","10%","890점","20230117","75715"
"29","국내도서","슬램덩크 신장재편판 10","K472534269","9791133487608","07830","대원씨아이(만화)","이노우에 타케히코 지음","7,000","6,300","700","10%","350점","20180918","136660"
"30","국내도서","슬램덩크 신장재편판 12","K402534471","9791133487622","07830","대원씨아이(만화)","이노우에 타케히코 지음","7,000","6,300","700","10%","350점","20181010","135983"
"31","국내도서","슬램덩크 신장재편판 11","K452534471","9791133487615","07830","대원씨아이(만화)","이노우에 타케히코 지음","7,000","6,300","700","10%","350점","20181010","136466"
"32","국내도서","슬램덩크 신장재편판 13","K412534471","9791133487639","07830","대원씨아이(만화)","이노우에 타케히코 지음","6,500","5,850","650","10%","320점","20181010","136075"
"33","국내도서","슬램덩크 신장재편판 15","K592534992","9791133487653","07830","대원씨아이(만화)","이노우에 타케히코 지음","7,500","6,750","750","10%","370점","20181114","137275"
"34","국내도서","슬램덩크 신장재편판 14","K432534471","9791133487646","07830","대원씨아이(만화)","이노우에 타케히코 지음","7,000","6,300","700","10%","350점","20181010","135078"
"35","국내도서","챗GPT","K882831410","9791192932057","03320","생능북스","반병현 지음","13,000","11,700","1,300","10%","650점","20230215","40850"
"36","국내도서","그리스 로마 신화 32 : 운명을 바꾼 야누스의 문","8950941570","9788950941574","74800","아울북","박시연 지음, 최우빈 그림, 김헌 감수","15,000","13,500","1,500","10%","750점","20230215","30160"
"37","국내도서","2023 이유진 국어 필사즉생 모의고사 3 : 실전유형","K022831630","9791168181304","13700","고시동네","이유진.최형우 지음","16,000","14,400","1,600","10%","800점","20230220","24320"
"38","국내도서","원씽 The One Thing (리커버 특별판)","8997575163","9788997575169","13190
","비즈니스북스","게리 켈러 & 제이 파파산 지음, 구세희 옮김","14,000","12,600","1,400","10%","700점","20130820","161459"
"39","국내도서","손끝과 연연 7 (32p 풀컬러 소책자 포함 한정판)","K602831849","9791169478700","","학산문화사(만화)","모리시타 수 지음","11,000","9,900","1,100","10%","550점","20230220","23020"
"40","국내도서","EBS 왕초보 영어 (2023 상편)","8954773249","9788954773249","","한국교육방송공사(기타)","EBS 기획, 마스터유진 지음","13,000","11,700","1,300","10%","130점","20230205","37870"
"41","국내도서","Go Go 카카오프렌즈 27 : 스위스","8950934558","9788950934552","74900","아울북","김미영 지음, 김정한 그림","14,800","13,320","1,480","10%","740점","20230215","30540"
"42","국내도서","5천만 원으로 시작하는 미라클 기적의 재개발 재건축","8901268884","9788901268880","03320","리더스북","진와이스(장미진) 지음","20,000","18,000","2,000","10%","1,000점","20230224","21220"
"43","국내도서","작가는 어떻게 읽는가","K482831619","9791167740892","03800","어크로스","조지 손더스 지음, 정영목 옮김","26,000","23,400","2,600","10%","1,300점","20230208","24910"
"44","국내도서","ETS 토익 정기시험 기출문제집 1000 Vol. 3 Reading (리딩)","8917238548","9788917238549","13740","(주)YBM(와이비엠)","ETS 엮음","17,800","16,020","1,780","10%","890점","20211213","199311"
"45","국내도서","순간을 믿어요","8932474842","9788932474847","03810","을유문화사","이석원 지음","16,500","14,850","1,650","10%","820점","20230215","28550"
"46","국내도서","불편한 편의점 (벚꽃 에디션)","K192836746","9791161571188","03810","나무옆의자","김호연 지음","14,000","12,600","1,400","10%","700점","20210420","613933"
"47","국내도서","역행자","8901260719","9788901260716","03320","웅진지식하우스","자청 지음","17,500","15,750","1,750","10%","870점","20220603","208292"
"48","국내도서","ETS 토익 정기시험 기출문제집 1000 Vol. 3 Listening (리스닝)","891723853X","9788917238532","13740","(주)YBM(와이비엠)","ETS 엮음","17,800","16,020","1,780","10%","890점","20211213","185206"
"49","국내도서","우리는 모두 죽는다는 것을 기억하라","K132636393","9791158511586","03190","토네이도","웨인 W. 다이어 지음, 정지현 옮김","17,000","15,300","1,700","10%","850점","20191118","54998"
"50","국내도서","해커스 토익 기출 보카 TOEIC VOCA 단어장","8965422787","9788965422785","13740","해커스어학연구소(Hackers)","데이빗 조 (David Cho) 지음","12,900","11,610","1,290","10%","640점","20190102","256649"
"51","국내도서","불편한 편의점 2 (단풍 에디션)","K472839851","9791161571379","03810","나무옆의자","김호연 지음","14,000","12,600","1,400","10%","700점","20220810","222842"
"52","국내도서","구의 증명","8956608555","9788956608556","03810","은행나무","최진영 지음","8,000","7,200","800","10%","400점","20150330","84800"
"53","국내도서","생에 감사해","K572830939","9791190382915","03810","수오서재","김혜자 지음","17,000","15,300","1,700","10%","850점","20221222","125545"
"54","국내도서","경찰 헌법도약 최근 3개년 헌법판례정리","K592831532","9791166185175","13360","윌비스(미래와사람 한림법학원)","이국령 지음","6,000","5,400","600","10%","300점","20230217","15160"
"55","국내도서","물고기는 존재하지 않는다","K092835920","9791189327156","03400","곰출판","룰루 밀러 지음, 정지인 옮김","17,000","15,300","1,700","10%","850점","20211217","261777"
"56","국내도서","인생의 요정","K372831045","9791168125773","07810","위즈덤하우스","정세원(OOO) 지음","16,800","15,120","1,680","10%","840점","20230215","26810"
"57","국내도서","데미안 (오리지널 초판본 표지디자인)","K042535550","9791187011590","04850","코너스톤","헤르만 헤세 지음, 이미영 옮김, 김선형","3,300","2,970","330","10%","160점","20170101","81000"
"58","국내도서","악인론","K762831635","9791130697499","03190","다산북스","손수현 지음","18,500","16,650","1,850","10%","920점","20230220","15230"
"59","국내도서","날씨와 얼굴","K082831941","9791186602935","03810","위고","이슬아 지음","15,000","13,500","1,500","10%","750점","20230220","20030"
"60","국내도서","미스터 프레지던트","K142831470","9791157062805","03300","메디치미디어","탁현민 지음","22,000","19,800","2,200","10%","1,100점","20230118","92105"
"61","국내도서","백은의 언덕 검은 달 1","8954690610","9788954690614","04830","엘릭시르","오노 후유미 지음, 추지나 외 옮김, 야마다 아키히로 일러스트","17,000","15,300","1,700","10%","850점","20230215","47130"
"62","국내도서","수레바퀴 아래서 (오리지널 초판본 표지디자인)","K822535559","9791187011606","04850","코너스톤","헤르만 헤세 지음, 박지희 옮김, 김선형 해설","3,300","2,970","330","10%","160점","20170101","39755"
"63","국내도서","2023 큰별쌤 최태성의 별★별한국사 한국사능력검정시험 심화(1, 2, 3급) 상","K042830232","9791138911726","13910","이투스북","최태성 지음","15,500","13,950","1,550","10%","770점","20221205","81590"
"64","국내도서","명탐정 코난 : 경찰학교 셀렉션","K132831749","9791136764034","","서울미디어코믹스(서울문화사)","아오야마 고쇼 지음","12,000","10,800","1,200","10%","600점","20230217","13860"
"65","국내도서","무조건 합격하는 암기의 기술","K382831664","9791140702725","03190","더퀘스트","이윤규 지음","18,800","16,920","1,880","10%","940점","20230111","69135"
"66","국내도서","나는 인생을 건 공부를 시작했다","K662831528","9791158512576","03190","토네이도","이한나(츄발라) 지음","17,000","15,300","1,700","10%","850점","20230213","15960"
"67","국내도서","이토록 평범한 미래","8954680003","9788954680004","03810","문학동네","김연수 지음","14,000","12,600","1,400","10%","700점","20221007","134173"
"68","국내도서","지적 대화를 위한 넓고 얕은 지식 1","K992636841","9791190313186","03100","웨일북","채사장 지음","16,000","14,400","1,600","10%","800점","20200201","87768"
"69","국내도서","방주","K672831528","9791189571894","03830","블루홀식스(블루홀6)","유키 하루오 지음, 김은모 옮김","16,500","14,850","1,650","10%","820점","20230220","19350"
"70","국내도서","보도 섀퍼 부의 레버리지","K062831409","9791162543269","03190","비즈니스북스","보도 섀퍼 지음, 한윤진 옮김","17,500","15,750","1,750","10%","870점","20230207","20550"
"71","국내도서","세계의 귀여운 빵","K282733024","9791188601509","12590","참돌","판토타마네기 지음, 이진숙 옮김, 이노우에 요시후미 감수","4,400","3,960","440","10%","220점","20210628","21943"
"72","국내도서","백은의 언덕 검은 달 2","8954690637","9788954690638","04830","엘릭시르","오노 후유미 지음, 추지나 외 옮김, 야마다 아키히로 일러스트","18,000","16,200","1,800","10%","900점","20230215","45240"
"73","국내도서","소설가라는 이상한 직업","K932831116","9791198159601","03810","유유히","장강명 지음","18,000","16,200","1,800","10%","900점","20230215","22240"
"74","국내도서","좌파의 길","K012831406","9791192085913","03300","서해문집","낸시 프레이저 지음, 장석준 옮김","19,500","17,550","1,950","10%","970점","20230205","26900"
"75","국내도서","백은의 언덕 검은 달 4","8954690653","9788954690652","04830","엘릭시르","오노 후유미 지음, 추지나 외 옮김, 야마다 아키히로 일러스트","18,000","16,200","1,800","10%","900점","20230215","44540"
"76","국내도서","백은의 언덕 검은 달 3","8954690645","9788954690645","04830","엘릭시르","오노 후유미 지음, 추지나 외 옮김","17,000","15,300","1,700","10%","850점","20230215","44480"
"77","국내도서","희망의 끈","K612831580","9791192483146","","재인","히가시노 게이고 지음, 김난주 옮김","18,800","16,920","1,880","10%","940점","20221116","48560"
"78","국내도서","2023 큰별쌤 최태성의 별★별한국사 한국사능력검정시험 심화(1, 2, 3급) 하","K002830232","9791138911733","13910","이투스북","최태성 지음","15,000","13,500","1,500","10%","750점","20221205","71875"
"79","국내도서","홈 스위트 홈","8970125647","9788970125640","03810","문학사상","최진영 외 지음","15,500","13,950","1,550","10%","770점","20230210","20280"
"80","국내도서","SQL 자격검정 실전문제","8988474848","9788988474846","13000","한국데이터산업진흥원","한국데이터진흥원 지음","18,000","18,000","0","0%","0점","20200511","55392"
"81","국내도서","인스타 브레인","K422639014","9791157686179","03180","동양북스(동양문고)","안데르스 한센 지음, 김아영 옮김","15,000","13,500","1,500","10%","750점","20200515","45832"
"82","국내도서","오늘 밤, 세계에서 이 사랑이 사라진다 해도","K362732558","9791191043297","03830","모모","이치조 미사키 지음, 권영주 옮김","14,000","12,600","1,400","10%","700점","20210621","154399"
"83","국내도서","칠흑 같은 아침","K132831666","9791192667119","03670","마르코폴로","브랫 앤더슨 지음, 이경준 옮김","20,000","18,000","2,000","10%","1,000점","20230225","3435"
"84","국내도서","레버리지 (20만 부 기념 블랙에디션)","K842831525","9791130697246","13320","다산북스","롭 무어 지음, 김유미 옮김","18,000","16,200","1,800","10%","900점","20230215","73786"
"85","국내도서","씽킹 101 : 더 나은 삶을 위한 생각하기 연습","8965965462","9788965965466","03180","흐름출판","안우경 지음, 김보람 옮김","21,000","18,900","2,100","10%","1,050점","20230105","37320"
"86","국내도서","돈의 속성 (200쇄 리커버 에디션, 양장)","K962836509","9791188331796","03320","스노우폭스북스","김승호 지음","17,800","16,020","1,780","10%","890점","20200615","126768"
"87","국내도서","원피스 104","K342831397","9791169791526","","대원씨아이(만화)","오다 에이치로 지음","5,500","4,950","550","10%","270점","20230206","64490"
"88","국내도서","키위엔 영어회화 하루 5분의 기적","K232830692","9791198002907","13740","키위엔","박강준 지음","19,500","17,550","1,950","10%","970점","20221205","48875"
"89","국내도서","음식 중독","893746926X","9788937469268","03300","민음사","마이클 모스 지음, 연아람 옮김","18,000","16,200","1,800","10%","900점","20230120","26580"
"90","국내도서","건강과 다이어트를 동시에 잡는 7대 3의 법칙 채소·과일식","K592839606","9791158773120","03510","바이북스","조승우 지음","19,000","17,100","1,900","10%","950점","20221020","24007"
"91","국내도서","참을 수 없는 존재의 가벼움","8937437562","9788937437564","03860","민음사","밀란 쿤데라 지음, 이재룡 옮김","15,000","13,500","1,500","10%","750점","20180620","94399"
"92","국내도서","돈의 규칙","K582831313","9791192488257","03320","베가북스","신민철(처리형) 지음","21,000","18,900","2,100","10%","1,050점","20230215","22070"
"93","국내도서","나의 아름다운 날들","K452831518","9791167372703","03810","은행나무","정지아 지음","16,000","14,400","1,600","10%","800점","20230213","12150"
"94","국내도서","혼공쌤의 초등만화영문법 : 상","K752831629","9791164065042","74740","길벗스쿨","허준석 지음, 최정화 그림","14,000","12,600","1,400","10%","700점","20230215","11880"
"95","국내도서","러브 몬스터","8936438999","9788936438999","03810","창비","이두온 지음","16,000","14,400","1,600","10%","800점","20230206","14470"
"96","국내도서","2023 산업안전기사 실기[필답형+작업형] + 무료동영상","K512831323","9791168751897","13500","구민사","최윤정 지음","42,000","37,800","4,200","10%","2,100점","20230220","13100"
"97","국내도서","진짜 쓰는 실무 엑셀","K152836497","9791191600704","13000","제이펍","오빠두(전진권) 지음","21,000","18,900","2,100","10%","1,050점","20220215","77937"
"98","국내도서","저는 많이 보고 있어요","8954690815","9788954690812","03810","문학동네","안미옥 지음","12,000","10,800","1,200","10%","600점","20230220","10650"
"99","국내도서","부자 아빠 가난한 아빠 1 (20주년 특별 기념판)","K162532501","9791158883591","03320","민음인","로버트 기요사키 지음, 안진환 옮김","17,000","15,300","1,700","10%","850점","20180222","130974"
"100","국내도서","내 타로는 내가 본다","K602831529","9791197410369","13180","소울소사이어티","정회도 지음","20,000","18,000","2,000","10%","1,000점","20230213","11320"
"101","국내도서","시간이 있었으면 좋겠다","K622831377","9791198068408","03810","잠비","김신지 지음","16,800","15,120","1,680","10%","840점","20230120","35620"
"102","국내도서","돈은 좋지만 재테크는 겁나는 너에게","8960306134","9788960306134","03320","황금부엉이","뿅글이 지음","16,500","14,850","1,650","10%","820점","20230201","35705"
"103","국내도서","인생의 역사","K362839230","9791191859379","03810","난다","신형철 지음","18,000","16,200","1,800","10%","900점","20221031","139744"
"104","국내도서","트렌드 코리아 2023","8959897094","9788959897094","13320","미래의창","김난도 외 지음","19,000","17,100","1,900","10%","950점","20221005","233739"
"105","국내도서","디테일의 발견","K742831839","9791168125841","03320","위즈덤하우스","생각노트 지음","18,000","16,200","1,800","10%","900점","20230215","10320"
"106","국내도서","혼공쌤의 초등만화영문법 : 하","K032831620","9791164065059","74740","길벗스쿨","허준석 지음, 최정화 그림","14,000","12,600","1,400","10%","700점","20230215","9980"
"107","국내도서","천하제일 치킨쇼","8949121999","9788949121994","74800","비룡소","이희정 지음, 김무연 그림","12,000","10,800","1,200","10%","600점","20230106","39555"
"108","국내도서","월간순정 노자키 군 14","K292830458","9791169471237","","학산문화사(만화)","츠바키 이즈미 지음","6,000","5,400","600","10%","300점","20221226","29110"
"109","국내도서","데일 카네기 인간관계론","K032636279","9791187142560","03320","현대지성","데일 카네기 지음, 임상훈 옮김","11,500","10,350","1,150","10%","570점","20191007","109830"
"110","국내도서","마케팅 설계자","K572830145","9791155815656","03320","윌북","러셀 브런슨 지음, 이경식 옮김","24,800","22,320","2,480","10%","1,240점","20221230","50125"
"111","국내도서","네 기분은 어떤 색깔이니?","K882831576","9791158363925","77810","책읽는곰","최숙희 지음","14,000","12,600","1,400","10%","700점","20230109","32485"
"112","국내도서","타이탄의 도구들 (블랙 에디션)","K232838895","9791158510619","03190","토네이도","팀 페리스 지음, 박선령.정지현 옮김","18,000","16,200","1,800","10%","900점","20220622","83206"
"113","국내도서","작별들 순간들","8954690564","9788954690560","03810","문학동네","배수아 지음","16,000","14,400","1,600","10%","800점","20230210","24910"
"114","국내도서","Stick 스틱! (15주년 기념판)","8901266091","9788901266091","03320","웅진지식하우스","칩 히스.댄 히스 지음, 안진환.박슬라 옮김","19,000","17,100","1,900","10%","950점","20221021","48350"
"115","국내도서","흔한남매 수수께끼 어드벤처 2","K112831415","9791168414921","77030","미래엔아이세움","도니패밀리 그림, 노지영 글, 흔한컴퍼니.정재형 감수, 흔한남매 원작","14,000","12,600","1,400","10%","700점","20230202","21900"
"116","국내도서","고통의 비밀","K972830273","9791192389059","03510","상상스퀘어","몬티 라이먼 지음, 박선영 옮김","17,800","16,020","1,780","10%","890점","20221109","40065"
"117","국내도서","기분이 태도가 되지 말자","K892830719","9791197647666","03800","하이스트","김수현 지음","16,000","14,400","1,600","10%","800점","20221125","39490"
"118","국내도서","체인소 맨 12","K822831295","9791169475808","","학산문화사(만화)","후지모토 타츠키 지음","6,000","5,400","600","10%","300점","20230120","85720"
"119","국내도서","먼작귀 3 (카드놀이 포함 특별판)","K002831839","9791169449496","","미우(대원씨아이)","나가노 지음","27,000","24,300","2,700","10%","1,350점","20230215","16660"
"120","국내도서","사진으로 보는 우리 문화유산","8925577623","9788925577623","03910","알에이치코리아(RHK)","강형원 지음","19,500","17,550","1,950","10%","970점","20220930","10012"
"121","국내도서","어린이를 위한 마음 처방 : 감정 편","K352831619","9791190896382","74370","어스본코리아","펠리시티 브룩스 지음, 마르 페레로 그림, 송지혜 옮김","13,000","11,700","1,300","10%","650점","20230208","8440"
"122","국내도서","별빛 너머의 별","8925577062","9788925577067","03810","알에이치코리아(RHK)","나태주 지음","18,000","16,200","1,800","10%","900점","20230125","19235"
"123","국내도서","다윈의 사도들","K522831515","9791192107325","04400","사이언스북스","최재천 지음, 다윈 포럼 기획","22,000","19,800","2,200","10%","1,100점","20230212","12500"
"124","국내도서","내가 틀릴 수도 있습니다 (리커버)","K152830593","9791130689890","03100","다산초당(다산북스)","비욘 나티코 린데블라드 지음, 토마스 산체스 그림, 박미경 옮김","16,000","14,400","1,600","10%","800점","20220418","133061"
"125","국내도서","오늘 밤, 세계에서 이 눈물이 사라진다 해도","K472838820","9791191043976","03830","모모","이치조 미사키 지음, 김윤경 옮김","14,000","12,600","1,400","10%","700점","20220728","62019"
"126","국내도서","데일리 필로소피","K132835236","9791130679365","03100","다산초당(다산북스)","라이언 홀리데이.스티븐 핸슬먼 지음, 장원철 옮김","18,000","16,200","1,800","10%","900점","20211224","31270"
"127","국내도서","사피엔스 (양장 특별판)","8934943238","9788934943235","03900","김영사","유발 하라리 지음, 조현욱 옮김, 이태수 감수","30,000","27,000","3,000","10%","1,500점","20230127","25210"
"128","국내도서","사랑의 이해","893743993X","9788937439933","03810","민음사","이혁진 지음","15,000","13,500","1,500","10%","750점","20190419","41263"
"129","국내도서","모든 꽃이 봄에 피지는 않는다","K752831002","9791165346751","03320","서삼독","이다지 지음","17,500","15,750","1,750","10%","870점","20230130","23200"
"130","국내도서","얼굴만으론 좋아할 수 없어요 6","K742831622","9791136763242","","서울미디어코믹스(서울문화사)","안자이 카린 지음, 이소연 옮김","6,000","5,400","600","10%","300점","20230228","14900"
"131","국내도서","가재가 노래하는 곳 (리커버 에디션)","8952240561","9788952240569","","살림","델리아 오언스 지음, 김선형 옮김","16,000","14,400","1,600","10%","800점","20190614","43289"
"132","국내도서","챗GPT에게 묻는 인류의 미래","8962624842","9788962624847","03320","동아시아","김대식.챗GPT 지음, 김민정 외 옮김","16,000","14,400","1,600","10%","800점","20230228","11810"
"133","국내도서","그릿 GRIT (골드 에디션)","K272830938","9791162540633","03190","비즈니스북스","앤절라 더크워스 지음, 김미정 옮김","18,000","16,200","1,800","10%","900점","20221215","113506"
"134","국내도서","스카이 버스","K242831564","9791130696393","03370","다산에듀","분당강쌤 지음","18,000","16,200","1,800","10%","900점","20230103","82385"
"135","국내도서","웃소 6","K502831532","9791168414860","77810","미래엔아이세움","박강호 그림, 한바리 글, 웃소 원작","13,500","12,150","1,350","10%","670점","20230221","7110"
"136","국내도서","해커스 일본어 첫걸음 : 기초 20일 독학 완성!","8965424216","9788965424215","13730","해커스어학연구소(Hackers)","해커스JLPT연구소 지음","13,900","12,510","1,390","10%","690점","20210708","42591"
"137","국내도서","쿼런틴","K112830246","9791190090780","03840","허블","그렉 이건 지음, 김상훈 옮김","17,500","15,750","1,750","10%","870점","20221221","41090"
"138","국내도서","별의 커비 디스커버리 2 : 외딴섬을 악몽에서 구해라!","K952831329","9791164798957","74830","해피북스투유","다카세 미에 지음, 가리노 타우.포토 그림, 현승희 옮김","13,500","12,150","1,350","10%","670점","20230224","13990"
"139","국내도서","마법의 시간여행 컬러 코믹스 1","8949185350","9788949185354","74840","비룡소","켈리 매슈스.니콜 매슈스 그림, 노은정 옮김, 메리 폽 어즈번 원작, 제니 레어드 각색","13,000","11,700","1,300","10%","650점","20221215","11930"
"140","국내도서","야화첩 4","K432831834","9791163989929","07810","레진코믹스(레진엔터테인먼트)","변덕 지음","16,000","14,400","1,600","10%","800점","20230113","9640"
"141","국내도서","하루 1.5끼 간헐적 단식 다이어트 식사법","K502831621","9791192366173","13590","레시피팩토리","레미레미 김준기 지음","17,600","15,840","1,760","10%","880점","20230214","7420"
"142","국내도서","마흔에 읽는 니체","K162838352","9791192300245","03160","유노북스","장재형 지음","16,000","14,400","1,600","10%","800점","20220901","78275"
"143","국내도서","파친코 1","K202838509","9791168340510","04840","인플루엔셜(주)","이민진 지음, 신승미 옮김","15,800","14,220","1,580","10%","790점","20220727","129269"
"144","국내도서","파친코 2","K192838537","9791168340541","04840","인플루엔셜(주)","이민진 지음, 신승미 옮김","15,800","14,220","1,580","10%","790점","20220825","124615"
"145","국내도서","백년 허리 2 : 치료편","K272731146","9791197437311","03510","언탱글링","정선근 지음","18,500","16,650","1,850","10%","920점","20210513","70233"
"146","국내도서","세상에서 가장 쉬운 본질육아 (러브드 에디션)","8950941813","9788950941819","13590","21세기북스","지나영 지음","18,800","16,920","1,880","10%","940점","20220928","86377"
"147","국내도서","유희왕 애장판 3","K002831044","9791169445108","","대원씨아이(만화)","다카하시 카즈키 지음","12,000","10,800","1,200","10%","600점","20230222","12630"
"148","국내도서","아이에게 주는 감정 유산","K402831498","9791191462173","13590","라이프앤페이지","이남옥 지음","17,000","15,300","1,700","10%","850점","20230206","12600"
"149","국내도서","아하 한글 박사님의 스티커 놀이 1","K522830718","9791165701697","74710","창비교육","최영환.진지혜 지음","7,500","6,750","750","10%","370점","20221205","10880"
"150","국내도서","블루 록 15","K592831839","9791169478618","","학산문화사(만화)","노무라 유스케 지음, 카네시로 무네유키 원작","6,000","5,400","600","10%","300점","20230215","9680"
"151","국내도서","긴긴밤","K612731543","9788954677158","73810","문학동네","루리 지음","11,500","10,350","1,150","10%","570점","20210203","210581"
"152","국내도서","지적 대화를 위한 넓고 얕은 지식 : 제로 편","K622636607","9791190313131","03100","웨일북","채사장 지음","19,800","17,820","1,980","10%","990점","20191224","62036"
"153","국내도서","2023 심우철 실전 동형 모의고사 Season 2","K712831736","9791162051658","13740","심슨북스","심우철 지음","18,000","16,200","1,800","10%","900점","20230220","8130"
"154","국내도서","2023 써니 행정법총론 소방 실전동형 모의고사","K752831846","9791160183580","13360","지금(도서출판)","박준철 지음","7,000","6,300","700","10%","350점","20230227","7960"
"155","국내도서","거의 모든 일상 표현의 영어","8960499757","9788960499751","14740","사람in","케빈 강.해나 변 지음","17,000","15,300","1,700","10%","850점","20221101","72475"
"156","국내도서","리보와 앤","8954690696","9788954690690","73810","문학동네","어윤정 지음, 해마 그림","11,500","10,350","1,150","10%","570점","20230131","15600"
"157","국내도서","2023 유휘운 행정법총론 실전동형 모의고사","K422831839","9791167223524","13360","메가스터디교육(공무원)","유휘운 지음","9,000","8,100","900","10%","450점","20230220","7720"
"158","국내도서","2023 최신판 에듀윌 코레일 한국철도공사 NCS+전공 봉투모의고사 6+2회","K632831471","9791136023094","13320","에듀윌","에듀윌 취업연구소 지음","19,000","17,100","1,900","10%","950점","20230113","14090"
"159","국내도서","조용한 날들의 기록","K212831420","9791160409468","03810","한겨레출판","김진영 지음","27,000","24,300","2,700","10%","1,350점","20230220","9050"
"160","국내도서","나 혼자만 레벨업 7","K752831316","9791167770707","07810","디앤씨웹툰비즈","장성락(REDICE STUDIO) 지음, 추공 원작, 현군 각색","15,000","13,500","1,500","10%","750점","20230222","24450"
