순번/순위,구분,상품명,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,정가,판매가,할인액,할인율,마일리지,출간일,세일즈포인트
"263","국내도서","장사의 神 (200쇄 기념 블랙 에디션)","K302831661","9791165346652","03320","쌤앤파커스","우노 다카시 지음, 김문정 옮김","16,000","14,400","1,600","10%","800점","20230103","14250"
"264","국내도서","월가아재의 제2라운드 투자 수업","K022831413","9791188754762","03320","에프엔미디어","최한철(월가아재) 지음","18,000","16,200","1,800","10%","900점","20230215","14150"
"265","국내도서","로렘 입숨의 책","K262831116","9791192638072","03810","안온북스","구병모 지음","15,000","13,500","1,500","10%","750점","20230131","13180"
"266","국내도서","일본어 무작정 따라하기 완전판","K712838735","9791165219956","03730","길벗이지톡","후지이 아사리 지음","26,000","23,400","2,600","10%","1,300점","20220805","23897"
"267","국내도서","2023 소방단기 김동준 소방학개론 FINAL 봉투모의고사 8회 (공/경채)","8952644549","9788952644541","13530","서울고시각","화재공학연구소 지음","16,000","14,400","1,600","10%","800점","20230210","9540"
"268","국내도서","AI 2041","K412831575","9791157846405","03320","한빛비즈","리카이푸.천치우판 지음, 이현 옮김","29,800","26,820","2,980","10%","1,490점","20230109","9295"
"269","국내도서","열방약국 말기암 통합요법 상담소","K152831485","9791190616881","03510","리더북스","김훈하 지음","15,000","13,500","1,500","10%","750점","20230116","8875"
"270","국내도서","비잔티움의 역사","K992831424","9791192444383","03920","더숲","디오니시오스 스타타코풀로스 지음, 최하늘 옮김","22,000","19,800","2,200","10%","1,100점","20230220","6040"
"271","국내도서","무기력의 심리학","896596556X","9788965965565","03180","흐름출판","브릿 프랭크 지음, 김두완 옮김","18,000","16,200","1,800","10%","900점","20230213","5960"
"272","국내도서","오! 나의 여신님 신장판 4","K042831839","9791169447140","","대원씨아이(만화)","후지시마 코스케 지음","15,000","13,500","1,500","10%","750점","20230215","5860"
"273","국내도서","2023 민경애 공중보건 도돌이표로 푸는 기출문제뽀개기","K612831733","9791190029513","13510","스쿠리지","민경애.김철규 지음","34,000","30,600","3,400","10%","1,700점","20230216","5400"
"274","국내도서","번개와 로맨스 3","K982831840","9791169472586","","학산문화사(만화)","미키모토 린 지음","6,000","5,400","600","10%","300점","20230220","4720"
"275","국내도서","그대 늙어가는 것이 아니라 익어가는 것이다","K762830243","9791192625188","03180","포레스트북스","오평선 지음","15,800","14,220","1,580","10%","790점","20221221","16010"
"276","국내도서","도리도리","K832831834","9791192904054","03300","비아북","박순찬 지음","16,000","14,400","1,600","10%","800점","20230217","4990"
"277","국내도서","1984","8937460777","9788937460777","04840","민음사","조지 오웰 지음, 정회성 옮김","9,500","8,550","950","10%","470점","20030616","66672"
"278","국내도서","우리, 편하게 말해요","8901264773","9788901264776","03710","웅진지식하우스","이금희 지음","17,000","15,300","1,700","10%","850점","20221021","49025"
"279","국내도서","천문학자는 별을 보지 않는다","8954677258","9788954677257","03810","문학동네","심채경 지음","15,000","13,500","1,500","10%","750점","20210222","47758"
"280","국내도서","백앤아 1 : 미스터리 100층 감옥","K672831004","9791192504216","77810","샌드박스스토리 키즈","돌만 그림, 안성훈 글, 백앤아 원작","15,000","13,500","1,500","10%","750점","20230127","18400"
"281","국내도서","일본어 문법 무작정 따라하기","K212831201","9791140702978","03730","길벗이지톡","후지이 아사리 지음","26,000","23,400","2,600","10%","1,300점","20230214","8800"
"282","국내도서","일생에 단 한번은 독기를 품어라","K412830039","9791192579344","13190","마인드셋","권민창 지음","15,000","13,500","1,500","10%","750점","20221218","20260"
"283","국내도서","하나노이 군과 상사병 11","K932831322","9791169790932","","대원씨아이(만화)","모리노 메구미 지음","5,000","4,500","500","10%","250점","20230209","9770"
"284","국내도서","나 혼자만 레벨업 7 (아크릴 스탠드 + - PET 스탠드 + 포스터 3종 + 홀로그램 북마크 2종 + 엽서 4종 + SD 스티커 2종 + 초판 한정 캐릭터 카드 4종 포함 한정판)","K692831316","9791167770714","04810","디앤씨웹툰비즈","장성락(REDICE STUDIO) 지음, 추공 원작, 현군 각색","35,000","31,500","3,500","10%","1,750점","20230222","21120"
"285","국내도서","지옥락 11","K542831832","9791136763990","","서울미디어코믹스(서울문화사)","카쿠 유지 지음, 도영명 옮김","6,000","5,400","600","10%","300점","20230215","5230"
"286","국내도서","코딩 자율학습 나도코딩의 파이썬 입문","K462831528","9791140703302","93000","길벗","나도코딩 지음","24,000","21,600","2,400","10%","1,200점","20230220","4930"
"287","국내도서","미움받을 용기 (200만 부 기념 스페셜 에디션)","K442831368","9791168340770","03180","인플루엔셜(주)","기시미 이치로 외 지음, 전경아 옮김, 김정운 감수","15,900","14,310","1,590","10%","790점","20221228","12720"
"288","국내도서","경제파국으로 치닫는 금융위기","K682830242","9791191517385","03320","새빛","최용식 지음","18,000","16,200","1,800","10%","900점","20230105","10575"
"289","국내도서","양말 신는 법","K232733024","9791188601493","13590","참돌","존 자누치 지음, 마이크 레만스키 그림, 조은형 옮김","3,300","2,970","330","10%","160점","20210625","7722"
"290","국내도서","이 마음도 언젠가 잊혀질 거야","K252831841","9791138436083","03830","㈜소미미디어","스미노 요루 지음, 이소담 옮김","15,800","14,220","1,580","10%","790점","20230223","6270"
"291","국내도서","이기적 유전자","8932473900","9788932473901","03470","을유문화사","리처드 도킨스 지음, 홍영남.이상임 옮김","20,000","18,000","2,000","10%","1,000점","20181020","80602"
"292","국내도서","회복탄력성 (15만부 기념 리커버)","K522635176","9791189938772","13320","위즈덤하우스","김주환 지음","14,800","13,320","1,480","10%","740점","20190329","35238"
"293","국내도서","2023 전한길 한국사 4.0 실전동형 모의고사","K362831876","9791191454222","13910","전한길한국사","전한길 지음","16,000","14,400","1,600","10%","800점","20230115","10780"
"294","국내도서","만화로 보는 일리아스","K212831428","9791157846450","03890","한빛비즈","동사원형 지음","19,500","17,550","1,950","10%","0점","20230215","6980"
"295","국내도서","흔한남매 12","K422830492","9791168414471","77810","미래엔아이세움","흔한남매 지음, 유난희 그림, 백난도 글, 흔한컴퍼니 감수","14,500","13,050","1,450","10%","720점","20221130","85515"
"296","국내도서","뇌, 욕망의 비밀을 풀다","K452636076","9791162541029","03320","비즈니스북스","한스-게오르크 호이젤 지음, 강영옥 외 옮김","18,000","16,200","1,800","10%","900점","20191004","33886"
"297","국내도서","2023 ADsP 데이터 분석 준전문가","K982831176","9791197889585","","데이터에듀","윤종식 지음","31,000","27,900","3,100","10%","1,550점","20230120","24400"
"298","국내도서","줬으면 그만이지","K592830441","9791186351543","03120","피플파워","김주완 지음","20,000","18,000","2,000","10%","1,000점","20230101","24165"
"299","국내도서","의사 어벤저스 11 : 구강 질환, 깨끗하게 경쟁하라!","K092831526","9791168090743","74510","가나출판사","고희정 지음, 조승연 그림, 류정민 감수","14,800","13,320","1,480","10%","740점","20230220","5430"
"300","국내도서","나는 경매로 1년 만에 인생을 역전했다","K172831305","9791140703128","03220","길벗","구범준 지음","20,000","18,000","2,000","10%","1,000점","20230210","8520"
"301","국내도서","리스본행 야간열차","8934940719","9788934940715","03850","비채","파스칼 메르시어 지음, 전은경 옮김","19,800","17,820","1,980","10%","990점","20221220","8470"
"302","국내도서","극주부도 10","K802831849","9791169475563","","학산문화사(만화)","오노 코스케 지음","6,000","5,400","600","10%","300점","20230220","4490"
"303","국내도서","다정한 것이 살아남는다","K722733028","9791197413025","03400","디플롯","브라이언 헤어.버네사 우즈 지음, 이민아 옮김, 박한선 감수","22,000","19,800","2,200","10%","1,100점","20210726","72827"
"304","국내도서","이토록 공부가 재미있어지는 순간","K562835560","9791130604626","","다산북스","박성혁 지음","15,000","13,500","1,500","10%","750점","20200727","69690"
"305","국내도서","거의 모든 행동 표현의 영어","8960499374","9788960499379","14740","사람in","서영조 지음","16,000","14,400","1,600","10%","800점","20220310","64054"
"306","국내도서","2023 상장 기업 업종 지도","K702830239","9791188754755","03320","에프엔미디어","박찬일 지음","18,000","16,200","1,800","10%","900점","20230101","27140"
"307","국내도서","이 책은 돈 버는 법에 관한 이야기","K752839689","9791189686536","03320","라곰","고명환 지음","16,800","15,120","1,680","10%","840점","20220919","62367"
"308","국내도서","모순","8998441012","9788998441012","03810","쓰다","양귀자 지음","13,000","11,700","1,300","10%","650점","20130401","52985"
"309","국내도서","슬픔의 방문","K012830914","9791155251591","03810","낮은산","장일호 지음","15,000","13,500","1,500","10%","750점","20221204","30695"
"310","국내도서","2023 써니 행정법총론 핵심집약 (기출지문 암기 App 이용쿠폰 제공)","K922831570","9791160183498","13360","지금(도서출판)","박준철 지음","26,000","23,400","2,600","10%","1,300점","20230118","21050"
"311","국내도서","데일 카네기의 인간관계론 (미니북)","K162534707","9791189660017","14320","더클래식","데일 카네기 지음, 베스트트랜스 옮김","2,900","2,610","290","10%","140점","20181130","10302"
"312","국내도서","흥달쌤의 정보처리기사 실기","K572831633","9791190377843","13560","에듀콕스(Educox)","이흥직 지음","30,000","28,500","1,500","5%","1,500점","20230222","4540"
"313","국내도서","환상서점","K152831533","9791164798926","03810","해피북스투유","소서림 지음","15,500","13,950","1,550","10%","770점","20230228","4470"
"314","국내도서","작별인사","K122837904","9791191114225","03810","복복서가","김영하 지음","14,000","12,600","1,400","10%","700점","20220502","110032"
"315","국내도서","밝은 밤","K312835925","9788954681179","03810","문학동네","최은영 지음","14,500","13,050","1,450","10%","720점","20210727","109128"
"316","국내도서","체인소 맨 11","K982837765","9791134889708","","학산문화사(만화)","후지모토 타츠키 지음","6,000","5,400","600","10%","300점","20220322","40451"
"317","국내도서","아파트 투자는 사이클이다","K932839336","9791191904048","03320","여의도책방","이현철 지음","20,000","18,000","2,000","10%","1,000점","20221028","30625"
"318","국내도서","2023 전한길 한국사 합격생 필기노트 (스프링)","K662838273","9791191454147","13910","전한길한국사","전한길 지음","15,000","13,500","1,500","10%","750점","20220620","28519"
"319","국내도서","BIG WAVE 거대한 변화","K422831185","9791192488219","03320","베가북스","김영익 지음","17,500","15,750","1,750","10%","870점","20230112","13320"
"320","국내도서","책벌레의 하극상 제5부 : 여신의 화신 3","K052831613","9791167691941","04830","길찾기","카즈키 미야 지음, 시이나 유우 그림, 김정규 옮김","10,000","9,000","1,000","10%","500점","20230131","12590"
"321","국내도서","피타고라스 생각 수업","K822831578","9791191104578","03400","유노라이프","이광연 지음","18,500","16,650","1,850","10%","920점","20230117","12290"
"322","국내도서","욕망의 진화","8983712074","9788983712073","03180","사이언스북스","데이비드 버스 지음, 전중환 옮김","22,000","19,800","2,200","10%","1,100점","20070815","31732"
"323","국내도서","오늘은 아무래도 덮밥","K872630780","9791188601387","13590","참돌","이마이 료 지음, 이진숙 옮김","4,400","3,960","440","10%","220점","20200612","19989"
"324","국내도서","나를 나답게 만드는 것들","K312737663","9791135492402","03470","브론스테인","빌 설리번 지음, 김성훈 옮김","19,800","17,820","1,980","10%","990점","20201223","18460"
"325","국내도서","2023 이동기 영어 실력향상 모의고사","K472830919","9791165769802","13740","에스티유니타스","이동기 지음","18,000","16,200","1,800","10%","180점","20221129","10930"
"326","국내도서","2023 현대자동차 생산직 채용 필기시험","K632831394","9791125741039","13320","서원각","취업적성연구소 지음","23,000","20,700","2,300","10%","1,150점","20230210","10280"
"327","국내도서","정보의 지배","8934951443","9788934951445","03100","김영사","한병철 지음, 전대호 옮김","12,800","11,520","1,280","10%","640점","20230227","3915"
"328","국내도서","한 권으로 끝내는 해커스 토익 700+ (LC+RC+VOCA)","8965424623","9788965424628","13740","해커스어학연구소(Hackers)","해커스어학연구소 지음","19,800","17,820","1,980","10%","990점","20220103","36845"
"329","국내도서","인생이 지옥처럼 느껴질 때","K192837388","9791135476389","03180","비잉(Being)","마샤 리네한 지음, 정미나.박지니 옮김, 서수연 감수","20,000","18,000","2,000","10%","1,000점","20220406","18513"
"330","국내도서","해커스 토익 실전 1000제 2 RC Reading (리딩) 문제집 (2023 최신개정판)","8965425387","9788965425380","13740","해커스어학연구소(Hackers)","해커스어학연구소 지음","11,900","10,710","1,190","10%","590점","20230102","15325"
"331","국내도서","새벽의 노래 1 한정판 세트","K072831424","9791127459475","04830","인디고","유노 이치카 지음, 이기선 옮김","18,500","16,650","1,850","10%","920점","20230210","6930"
"332","국내도서","2023 해커스공기업 코레일 한국철도공사 NCS+전공 봉투모의고사 6회+3회 (최신판)","8969653007","9788969653000","13320","해커스공기업","해커스 취업교육연구소 지음","16,900","15,210","1,690","10%","840점","20220718","6728"
"333","국내도서","검은 머리 짐승 사전","8937409291","9788937409295","04810","민음사","신이인 지음","12,000","10,800","1,200","10%","600점","20230203","6230"
"334","국내도서","태쁘의 세계 여행 1 : 영국 편","K532831741","9791168440609","","겜툰","김혜련 지음, 정수영 그림, 조한욱 외 감수, 태쁘 원작","14,000","12,600","1,400","10%","700점","20230228","3890"
"335","국내도서","너는 방과 후 인섬니아 2","K452831749","9791136764089","47830","서울미디어코믹스(서울문화사)","Makoto OJIRO 지음, 오경화 옮김","6,000","5,400","600","10%","300점","20230217","3720"
"336","국내도서","ETS 토익 단기 공략 750+ (LC + RC)","8917235948","9788917235944","13740","(주)YBM(와이비엠)","ETS 지음","18,000","16,200","1,800","10%","900점","20200820","52375"
"337","국내도서","언스크립티드 부의 추월차선 완결판","K702532384","9791187444213","13320","토트","엠제이 드마코 지음, 안시열 옮김","19,800","17,820","1,980","10%","990점","20180117","33312"
"338","국내도서","심판","8932920400","9788932920405","03860","열린책들","베르나르 베르베르 지음, 전미연 옮김","14,800","13,320","1,480","10%","740점","20200830","25264"
"339","국내도서","오늘은 아무래도 카레","K482639288","9791188601370","13590","참돌","사카타 아키코 지음, 이진숙 옮김","4,400","3,960","440","10%","220점","20200416","14822"
"340","국내도서","공정하다는 착각","K092633826","9791164136452","03300","와이즈베리","마이클 샌델 지음, 함규진 옮김","18,000","16,200","1,800","10%","900점","20201201","86234"
"341","국내도서","인생의 허무를 어떻게 할 것인가","K272830862","9791167070791","03810","사회평론아카데미","김영민 지음","16,000","14,400","1,600","10%","800점","20221031","61130"
"342","국내도서","송사무장의 부동산 경매의 기술","K952530746","9791187799023","13320","지혜로","송희창 지음","16,000","14,400","1,600","10%","800점","20170420","39369"
"343","국내도서","체인소 맨 10","K872838571","9791134837822","","학산문화사(만화)","후지모토 타츠키 지음","6,000","5,400","600","10%","300점","20220114","33840"
"344","국내도서","너에게 닿기를 번외편 ∼운명의 사람∼ 3 (사각 아크릴 코스터 2종 + 박스 포함 한정판)","K172831582","9791169449991","","대원씨아이(만화)","시이나 카루호 지음","20,000","18,000","2,000","10%","1,000점","20230118","15105"
"345","국내도서","모 이야기","K132831306","9791188594245","07810","엣눈북스(atnoonbooks)","최연주 지음","22,000","19,800","2,200","10%","1,100점","20230206","13660"
"346","국내도서","2023 시나공 정보처리기사 실기","K392831615","9791140703074","13000","길벗","길벗 R&D 외 지음","35,000","31,500","3,500","10%","1,750점","20230206","5840"
"347","국내도서","설민석의 한국사 대모험 23","K172830601","9791191496642","74910","단꿈아이","설민석.스토리박스 지음, 정현희 그림, 강석화 감수","13,000","11,700","1,300","10%","650점","20221128","41085"
"348","국내도서","금리의 역습","K392831284","9791168125582","03320","위즈덤하우스","에드워드 챈슬러 지음, 임상훈 옮김","33,000","29,700","3,300","10%","1,650점","20230111","16695"
"349","국내도서","다이어트 사이언스 2022","K812837397","9791197834202","","린체인저스","최겸 지음","22,000","19,800","2,200","10%","1,100점","20220323","11415"
"350","국내도서","총 균 쇠 (무선 제작)","8970127240","9788970127248","03900","문학사상","제레드 다이아몬드 지음, 김진준 옮김","28,000","25,200","2,800","10%","1,400점","20051219","108447"
"351","국내도서","이방인","8937443848","9788937443848","","민음사","알베르 카뮈 지음, 김화영 옮김","10,000","9,000","1,000","10%","500점","20190902","51616"
"352","국내도서","보도 섀퍼의 이기는 습관","K402836832","9791158512378","03190","토네이도","보도 섀퍼 지음, 박성원 옮김","17,000","15,300","1,700","10%","850점","20220318","44487"
"353","국내도서","체인소 맨 9","K152838710","9791169273855","","학산문화사(만화)","후지모토 타츠키 지음","6,000","5,400","600","10%","300점","20211213","32532"
"354","국내도서","베싸육아","K482831279","9791198129109","13590","래디시","박정은 지음","22,000","19,800","2,200","10%","1,100점","20230118","17815"
"355","국내도서","2023 대한민국 산업지도","K532831266","9791192445199","03320","경이로움","이래학 지음","22,000","19,800","2,200","10%","1,100점","20230110","17465"
"356","국내도서","별의 커비 디스커버리 1 : 새로운 세계를 향해 달려라!","K392830340","9791164798667","74830","해피북스투유","다카세 미에 지음, 가리노 타우.포토 그림, 현승희 옮김","13,500","12,150","1,350","10%","670점","20230105","13640"
"357","국내도서","데일 카네기의 자기관리론 (미니북)","K102534707","9791189660024","14320","더클래식","데일 카네기 지음, 베스트트랜스 옮김","2,900","2,610","290","10%","140점","20181130","12383"
"358","국내도서","마이클 햄튼의 인체 드로잉","8979293682","9788979293685","13650","잉크잼(잼스푼)","마이클 햄튼 지음, 조은형 옮김","43,500","39,150","4,350","10%","2,170점","20230210","12260"
"359","국내도서","한문철의 어린이 교통안전 1","K222831410","9791130696928","77300","다산어린이","파키나미 그림, 유경원 글, 한문철 기획","15,000","13,500","1,500","10%","750점","20230207","8505"
"360","국내도서","슬픔을 공부하는 슬픔 (리커버, 양장)","K902830843","9791160401967","03810","한겨레출판","신형철 지음","16,000","14,400","1,600","10%","800점","20221225","47565"
"361","국내도서","생각하라 그리고 부자가 되어라","K562737221","9791191214376","03320","반니","나폴레온 힐 지음, 빌 하틀리 엮음, 이한이 옮김","18,000","16,200","1,800","10%","900점","20210105","38693"
"362","국내도서","창발의 시대","K382830166","9791140802586","03900","로크미디어","패트릭 와이먼 지음, 장영재 옮김","19,500","17,550","1,950","10%","970점","20221102","31275"
"363","국내도서","자녀교육 절대공식","K112831663","9791168125643","13590","위즈덤하우스","방종임 지음","17,500","15,750","1,750","10%","870점","20230104","17335"
"364","국내도서","열방약국 유방암 상담소","K482835707","9791190616485","03510","리더북스","김훈하 지음","16,000","14,400","1,600","10%","800점","20211112","9469"
"365","국내도서","바람이 젖은 방향 1~2 세트 - 전2권","K042831635","9791140807697","04810","르네","요안나 지음","18,000","16,200","1,800","10%","900점","20230224","3510"
"366","국내도서","체인소 맨 6","K442838290","9791134826246","","학산문화사(만화)","후지모토 타츠키 지음","6,000","5,400","600","10%","300점","20210511","30247"
"367","국내도서","2023 써니 행정법총론 기출문제집 - 전2권","K722839710","9791165769505","14360","에스티유니타스","박준철 지음","42,000","37,800","4,200","10%","420점","20221017","26040"
"368","국내도서","2023 수제비 정보처리기사 필기 1권+2권 합본세트 - 전2권","K052830499","9791157677030","14000","건기원","NCS 정보처리기술사 연구회 지음","35,000","31,500","3,500","10%","1,750점","20230110","25110"
"369","국내도서","해커스 토익 실전 1000제 2 LC Listening (리스닝) 문제집 (2023 최신개정판)","8965425395","9788965425397","13740","해커스어학연구소(Hackers)","해커스어학연구소 지음","11,900","10,710","1,190","10%","590점","20230102","14875"
"370","국내도서","모든 것이 괜찮아지는 기술","K622830488","9791198035509","03190","너를위한","데런 브라운 지음, 김정희 옮김","17,500","15,750","1,750","10%","870점","20221119","9365"
"371","국내도서","2023 이기적 컴퓨터활용능력 2급 필기 + 실기 상시 시험 공략집","8931466420","9788931466423","13000","영진.com(영진닷컴)","홍태성.박윤정 지음","28,000","25,200","2,800","10%","1,400점","20221213","8325"
"372","국내도서","하버드식 호흡의 기술","K272831299","9791158463854","13510","비타북스","네고로 히데유키 지음, 문혜원 옮김","16,000","14,400","1,600","10%","800점","20230201","6330"
"373","국내도서","흰옷을 입은 여인","K482831421","9791190533263","03860","1984Books","크리스티앙 보뱅 지음, 이창실 옮김","14,000","12,600","1,400","10%","700점","20230212","6090"
"374","국내도서","당신의 세계는 아직도 바다와 빗소리와 작약을 취급하는지","8937409283","9788937409288","04810","민음사","김경미 지음","12,000","10,800","1,200","10%","600점","20230127","5860"
"375","국내도서","오래된 골동품 상점","8998427338","9788998427337","03840","B612","찰스 디킨스 지음, 이창호 옮김","28,000","26,600","1,400","5%","840점","20230201","5185"
"376","국내도서","아이들 타임","8932041237","9788932041230","03810","문학과지성사","조시현 지음","12,000","10,800","1,200","10%","600점","20230207","5080"
"377","국내도서","나는 오래된 거리처럼 너를 사랑하고","8932040443","9788932040448","03810","문학과지성사","진은영 지음","12,000","10,800","1,200","10%","600점","20220831","80743"
"378","국내도서","칵테일, 러브, 좀비 (리커버)","K502837053","9791190174756","","안전가옥","조예은 지음","10,000","9,000","1,000","10%","500점","20200413","57498"
"379","국내도서","체인소 맨 5","K622839361","9791169279178","","학산문화사(만화)","후지모토 타츠키 지음","6,000","5,400","600","10%","300점","20210312","29241"
"380","국내도서","상대적이며 절대적인 고양이 백과사전","8932922969","9788932922966","03860","열린책들","베르나르 베르베르 지음, 전미연 옮김","16,800","15,120","1,680","10%","840점","20221220","28470"
"381","국내도서","마법천자문 56","8950942690","9788950942694","77720","아울북","유대영 지음, 정수영 그림, 강용철 감수","14,000","12,600","1,400","10%","700점","20221228","27670"
"382","국내도서","곰브리치 세계사 (예일대 특별판)","8949189534","9788949189536","43900","비룡소","에른스트 H. 곰브리치 지음, 박민수 옮김","23,000","20,700","2,300","10%","1,150점","20190605","20191"
"383","국내도서","세도나 메서드","8925588609","9788925588605","03320","알에이치코리아(RHK)","헤일 도스킨 지음, 편기욱 옮김","19,000","17,100","1,900","10%","950점","20210518","12481"
"384","국내도서","80세의 벽","K482830131","9791160078671","03510","한즈미디어(한스미디어)","와다 히데키 지음, 김동연 옮김","15,800","14,220","1,580","10%","790점","20221221","11660"
"385","국내도서","주식투자 무작정 따라하기","K052831498","9791140702343","13320","길벗","윤재수 지음","23,000","20,700","2,300","10%","1,150점","20230130","9450"
"386","국내도서","각자도사 사회","K932831621","9791167740908","03330","어크로스","송병기 지음","16,000","14,400","1,600","10%","800점","20230215","3800"
"387","국내도서","호밀밭의 파수꾼","8937460475","9788937460470","","민음사","J.D. 샐린저 지음, 정영목 옮김","10,000","9,000","1,000","10%","500점","20230117","79786"
"388","국내도서","정의란 무엇인가","8937834790","9788937834790","03300","와이즈베리","마이클 샌델 지음, 김명철 옮김, 김선욱 감수","15,000","13,500","1,500","10%","750점","20141120","66488"
"389","국내도서","체인소 맨 7","K572838447","9791169278577","","학산문화사(만화)","후지모토 타츠키 지음","6,000","5,400","600","10%","300점","20210715","29513"
"390","국내도서","2023 고종훈 한국사 동형모의고사 시즌 1","K022831293","9791167223982","13910","메가스터디교육(공무원)","고종훈 지음","17,000","15,300","1,700","10%","850점","20230110","7405"
"391","국내도서","2023 SO NICE 빨간불,파란불 소방학개론 실전 동형 모의고사","K882831417","9791192498515","13350","더나은","백소나 지음","15,000","13,500","1,500","10%","750점","20230207","5450"
"392","국내도서","일곱 개의 단어로 된 사전 (리커버, 양장)","8932041202","9788932041209","03810","문학과지성사","진은영 지음","15,000","13,500","1,500","10%","750점","20030724","5400"
"393","국내도서","우유, 피, 열","K302831413","9791192579368","03840","모모","단시엘 W. 모니즈 지음, 박경선 옮김","15,000","13,500","1,500","10%","750점","20230210","5370"
"394","국내도서","일본어에서 들어온 우리말 어휘 5,800","K342838186","9791158485320","93700","박이정","이한섭 지음","25,000","23,750","1,250","5%","1,250점","20220610","3380"
"395","국내도서","웰씽킹 WEALTHINKING (양장)","K852835990","9791130677774","03190","다산북스","켈리 최 지음","16,000","14,400","1,600","10%","800점","20211110","121043"
"396","국내도서","체리새우 : 비밀글입니다 (30만 부 리커버 특별판)","K452830821","9788954654753","03810","문학동네","황영미 지음","11,500","10,350","1,150","10%","570점","20190128","66831"
"397","국내도서","2023 사순절의 깊은 묵상","8939844696","9788939844698","","한국장로교출판사(한장사)","대한예수교장로회총회교육자원부 지음","2,700","2,430","270","10%","130점","20230205","27550"
"398","국내도서","ETS 토익 정기시험 기출입문서 RC 리딩","8917238599","9788917238594","13740","와이비엠","ETS 지음","15,000","13,500","1,500","10%","750점","20211220","25272"
"399","국내도서","다시, 어떻게 읽을 것인가","K922830552","9791167740847","03020","어크로스","나오미 배런 지음, 전병근 옮김","19,800","17,820","1,980","10%","990점","20230105","22115"
"400","국내도서","나는 해낼 수 있다","K442831192","9791138415866","03190","㈜소미미디어","보도 섀퍼 지음, 박성원 옮김","16,800","15,120","1,680","10%","840점","20230126","9115"
"401","국내도서","수호자들","K402831002","9791169793087","03840","하빌리스","존 그리샴 지음, 남명성 옮김","18,000","16,200","1,800","10%","900점","20230127","8130"
"402","국내도서","마법의 시간여행 컬러 코믹스 2","8949185369","9788949185361","74840","비룡소","켈리 매슈스.니콜 매슈스 그림, 노은정 옮김, 메리 폽 어즈번 원작, 제니 레어드 각색","13,000","11,700","1,300","10%","650점","20221215","7710"
"403","국내도서","헌책 낙서 수집광","8954690750","9788954690751","03810","이야기장수","윤성근 지음","17,800","16,020","1,780","10%","890점","20230208","6590"
"404","국내도서","도둑맞은 뇌","8959066710","9788959066711","03180","인물과사상사","대니얼 샥터 지음, 홍보람 옮김","23,000","20,700","2,300","10%","1,150점","20230203","6505"
"405","국내도서","연결된 고통","K462831747","9791192465043","03300","아몬드","이기병 지음","17,000","15,300","1,700","10%","850점","20230224","6460"
"406","국내도서","실버뷰","8925577089","9788925577081","03840","알에이치코리아(RHK)","존 르 카레 지음, 조영학 옮김","18,000","16,200","1,800","10%","900점","20230220","3800"
"407","국내도서","흔한남매 과학 탐험대 6 : 물리 2","8934946792","9788934946793","77400","주니어김영사","김덕영 그림, 이현진 외 글, 김희목 감수, 김희목 외 기획, 흔한남매 원작","14,000","12,600","1,400","10%","700점","20221122","41795"
"408","국내도서","나의 월급 독립 프로젝트 (리마스터 에디션)","8901265508","9788901265506","03320","리더스북","유목민 지음","19,800","17,820","1,980","10%","990점","20221028","28803"
"409","국내도서","당신은 사건 현장에 있습니다","8927812972","9788927812975","03030","중앙books(중앙북스)","모데스토 가르시아 지음, 하비 데 카스트로 그림, 엄지영 옮김","28,000","25,200","2,800","10%","1,400점","20220530","27514"
"410","국내도서","아무튼, 현수동","K162831297","9791186602928","02810","위고","장강명 지음","12,000","10,800","1,200","10%","600점","20230125","18035"
"411","국내도서","진짜 하루만에 이해하는 반도체 산업","K912831297","9791191590128","03320","T.W.I.G(티더블유아이지)(주)","박진성 지음","23,800","21,420","2,380","10%","1,190점","20230206","7890"
"412","국내도서","불안","8956605599","9788956605593","03840","은행나무","알랭 드 보통 지음, 정영목 옮김","15,000","13,500","1,500","10%","750점","20111228","42804"
"413","국내도서","겨울 이불","8936455966","9788936455965","77810","창비","안녕달 지음","16,000","14,400","1,600","10%","800점","20230109","34240"
"414","국내도서","삐뽀삐뽀 119 이유식","K362532163","9791195795529","03590","유니책방","하정훈 지음","18,900","17,010","1,890","10%","940점","20171201","30618"
"415","국내도서","당신의 뇌는 최적화를 원한다","8965706343","9788965706342","03320","쌤앤파커스","가바사와 시온 지음, 오시연 옮김","15,000","13,500","1,500","10%","750점","20180525","25978"
"416","국내도서","무로이 야스오의 캐릭터 얼굴 & 바스트업 작화 기술","8931467591","9788931467598","13650","영진.com(영진닷컴)","무로이 야스오 지음, 김재훈 옮김","20,000","18,000","2,000","10%","1,000점","20230210","11930"
"417","국내도서","교사의 말 연습","K342831373","9791191825749","03370","빅피시","김성효 지음","16,800","15,120","1,680","10%","840점","20230118","10150"
"418","국내도서","지금 당장 포르쉐를 타라","K672831185","9791192579399","03320","마인드셋","김민성 지음","15,800","14,220","1,580","10%","790점","20230127","7395"
"419","국내도서","말이 힘이 될 때","K572831429","9791198060518","03190","클랩북스","최동석 지음","16,500","14,850","1,650","10%","820점","20230210","6770"
"420","국내도서","프렌즈 후쿠오카 : 유후인.벳부.키타큐슈","8927879597","9788927879596","14980","중앙books(중앙북스)","정꽃나래.정꽃보라 지음","17,000","15,300","1,700","10%","850점","20230206","5860"
